,Movie Name,Year of Release,Runtime,Genre,Movie Rating,Metascore of Movie,Votes,Gross,Description
872,Super 30,2019,154 ,"Biography, Drama",7.9,0,34037,$2.27M,Based on the life of Patna-based mathematician Anand Kumar who runs the famed Super 30 program for IIT aspirants in Patna.
873,The Invisible Man,1933,71 ,"Horror, Sci-Fi",7.6,87,37474,,"A scientist finds a way of becoming invisible, but in doing so, he becomes murderously insane."
874,Sardar Udham,2021,164 ,"Biography, Crime, Drama",8.4,0,44168,,A biopic detailing the 2 decades that Punjabi Sikh revolutionary Udham Singh spent planning the assassination of the man responsible for the Jallianwala Bagh massacre.
875,Dil Chahta Hai,2001,183 ,"Comedy, Drama, Romance",8.1,0,73817,$0.30M,"Three inseparable childhood friends are just out of college. Nothing comes between them - until they each fall in love, and their wildly different approaches to relationships creates tension."
876,The Caine Mutiny,1954,124 ,"Drama, War",7.7,63,28724,$21.75M,"When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny."
877,Love and Death,1975,85 ,"Comedy, War",7.7,89,39633,,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon."
878,Throne of Blood,1957,110 ,Drama,8.1,0,53836,,"A war-hardened general, egged on by his ambitious wife, works to fulfill a prophecy that he would become lord of Spider's Web Castle."
879,The Postman,1994,108 ,"Biography, Comedy, Drama",7.8,81,37698,$21.85M,"A simple Italian postman learns to love poetry while delivering mail to a famous poet, and then uses this to woo local beauty Beatrice."
880,Gully Boy,2019,154 ,"Drama, Music, Romance",7.9,65,41353,$5.57M,A coming-of-age story based on the lives of street rappers in Mumbai.
881,Sleuth,1972,138 ,"Mystery, Thriller",8.0,0,48850,$4.08M,"A man who loves games and theater invites his wife's lover to meet him, setting up a battle of wits with potentially deadly results."
882,Miracle on 34th Street,1947,96 ,"Comedy, Drama, Family",7.9,88,51216,$2.65M,"After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken."
883,The Killer,1989,111 ,"Action, Crime, Drama",7.8,82,49600,,A disillusioned assassin accepts one last hit in hopes of using his earnings to restore vision to a singer he accidentally blinded.
884,Dreams,1990,119 ,"Drama, Fantasy",7.7,0,27626,$1.96M,A collection of tales based upon eight of director Akira Kurosawa's recurring dreams.
885,Fireworks,1997,103 ,"Crime, Drama, Romance",7.7,0,31760,$0.23M,"Nishi leaves the police in the face of harrowing personal and professional difficulties. Spiraling into depression, he makes questionable decisions."
886,Shershaah,2021,135 ,"Action, Biography, Drama",8.3,0,124848,,"Shershaah is the story of PVC awardee Indian soldier Capt. Vikram Batra, whose bravery and unflinching courage in chasing the Pakistani soldiers out of Indian territory contributed immensely in India finally winning the Kargil War in 1999."
887,K.G.F: Chapter 1,2018,156 ,"Action, Crime, Drama",8.2,0,91659,,"In the 1970s, a gangster goes undercover as a slave to assassinate the owner of a notorious gold mine."
888,The Hidden Fortress,1958,126 ,"Action, Adventure, Drama",8.1,89,40474,,"Lured by gold, two greedy peasants unknowingly escort a princess and her general across enemy lines."
889,Cell 211,2009,113 ,"Action, Adventure, Crime",7.6,0,69200,,"The story of two men on different sides of a prison riot -- the inmate leading the rebellion and the young guard trapped in the revolt, who poses as a prisoner in a desperate attempt to survive the ordeal."
890,"Spring, Summer, Fall, Winter... and Spring",2003,103 ,"Drama, Romance",8.0,85,84819,$2.38M,A boy is raised by a Buddhist monk in an isolated floating temple where the years pass like the seasons.
891,Rangasthalam 1985,2018,170 ,"Action, Drama",8.2,0,26160,$3.51M,Chitti Babu begins to suspect his elder brother's life is in danger after they team up to lock horns with their village president and overthrow his unlawful 30 year old regime.
892,Nights of Cabiria,1957,110 ,Drama,8.1,0,50405,$0.75M,A waifish prostitute wanders the streets of Rome looking for true love but finds only heartbreak.
893,Vivre Sa Vie,1962,85 ,Drama,7.8,0,33495,,Twelve episodic tales in the life of a Parisian woman and her slow descent into prostitution.
894,"Like Father, Like Son",2013,121 ,Drama,7.8,73,26471,$0.28M,"Ryota is a successful workaholic businessman. When he learns that his biological son was switched with another boy after birth, he faces the difficult decision to choose his true son or the boy he and his wife have raised as their own."
895,Talvar,2015,132 ,"Crime, Drama, Mystery",8.1,0,36501,$0.34M,An experienced investigator confronts several conflicting theories about the perpetrators of a violent double homicide.
896,Adam's Apples,2005,94 ,"Comedy, Crime, Drama",7.7,51,52463,$0.00M,A neo-Nazi sentenced to community service at a church clashes with the blindly devoted minister.
897,Joint Security Area,2000,110 ,"Action, Drama, Thriller",7.7,58,32205,,"After a shooting incident at the North/South Korean border/DMZ leaves 2 North Korean soldiers dead, a neutral Swiss/Swedish team investigates, what actually happened."
898,In America,2002,105 ,Drama,7.7,76,43720,$15.54M,A family of Irish immigrants adjust to life on the mean streets of Hell's Kitchen while also grieving the death of a child.
899,L'Avventura,1960,144 ,"Drama, Mystery, Romance",7.8,0,31127,,"A woman disappears during a Mediterranean boating trip. During the search, her lover and her best friend become attracted to each other."
900,Masaan,2015,109 ,Drama,8.1,0,29316,,"Along India's Ganges River, four people face prejudice, a strict moral code and a punishing caste system as they confront personal tragedies."
901,Sullivan's Travels,1941,90 ,"Adventure, Comedy, Drama",7.9,0,27469,,Hollywood director John L. Sullivan sets out to experience life as a homeless person in order to gain relevant life experience for his next movie.
902,The Chorus,2004,97 ,"Comedy, Drama, Music",7.8,56,64639,$3.64M,The new teacher at a severely administered boys' boarding school works to positively affect the students' lives through music.
903,My Father and My Son,2005,112 ,"Drama, Family",8.2,0,88371,#238,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.
904,Autumn Sonata,1978,99 ,"Drama, Music",8.1,0,35880,,"A devoted wife is visited by her mother, a successful concert pianist who had little time for her when she was young."
905,Departures,2008,130 ,Drama,8.0,68,53387,$1.50M,A newly unemployed cellist takes a job preparing the dead for funerals.
906,Crimes and Misdemeanors,1989,104 ,"Comedy, Drama",7.8,77,59358,$18.25M,An ophthalmologist's mistress threatens to reveal their affair to his wife while a married documentary filmmaker is infatuated with another woman.
907,The Shop Around the Corner,1940,99 ,"Comedy, Drama, Romance",8.0,96,35502,$0.20M,"Two employees at a gift shop can barely stand each other, without realizing that they are falling in love through the post as each other's anonymous pen pal."
908,White Heat,1949,114 ,"Action, Crime, Drama",8.1,0,34297,,A psychopathic criminal with a mother complex makes a daring break from prison and leads his old gang in a chemical plant payroll heist.
909,Battleship Potemkin,1925,66 ,"Drama, History, Thriller",7.9,97,59531,$0.05M,"In the midst of the Russian Revolution of 1905, the crew of the battleship Potemkin mutiny against the brutal, tyrannical regime of the vessel's officers. The resulting street demonstration in Odessa brings on a police massacre."
910,Raise the Red Lantern,1991,125 ,"Drama, Romance",8.1,0,33968,$2.60M,"A young woman becomes the fourth wife of a wealthy lord, and must learn to live with the strict rules and tensions within the household."
911,3-Iron,2004,88 ,"Crime, Drama, Romance",7.9,72,56598,$0.24M,A transient young man breaks into empty homes to partake of the vacationing residents' lives for a few days.
912,Ivan's Childhood,1962,95 ,"Drama, War",8.0,0,38101,,"During WWII, Soviet orphan Ivan Bondarev strikes up a friendship with three sympathetic Soviet officers while working as a scout behind the German lines."
913,Ace in the Hole,1951,111 ,"Drama, Film-Noir",8.1,72,37455,$3.97M,"A frustrated former big-city journalist now stuck working for an Albuquerque newspaper exploits a story about a man trapped in a cave to rekindle his career, but the situation quickly escalates into an out-of-control circus."
914,"Goodbye, Children",1987,104 ,"Drama, War",8.0,88,34946,$4.54M,"A French boarding school run by priests seems to be a haven from World War II until a new student arrives. Occupying the next bed in the dormitory to the top student in his class, the two young boys begin to form a bond."
915,Nine Queens,2000,114 ,"Crime, Drama, Thriller",7.9,80,54829,$1.22M,"Two con artists try to swindle a stamp collector by selling him a sheet of counterfeit rare stamps (the ""nine queens"")."
916,The Virgin Spring,1960,89 ,Drama,8.1,0,30407,$1.53M,"In 14th-century Sweden, an innocent yet pampered teenage girl and her family's pregnant and jealous servant set out from their farm to deliver candles to church, but only one returns from events that transpire in the woods along the way."
917,The Red Circle,1970,140 ,"Crime, Drama, Thriller",7.9,92,26590,$0.37M,"After leaving prison, master thief Corey crosses paths with a notorious escapee and an alcoholic former policeman. The trio proceed to plot an elaborate heist."
918,Sunrise,1927,94 ,"Drama, Romance",8.1,95,52346,$0.54M,"A sophisticated city woman seduces a farmer and convinces him to murder his wife and join her in the city, but he ends up rekindling his romance with his wife when he changes his mind at the last moment."
919,Tokyo Godfathers,2003,92 ,"Animation, Adventure, Comedy",7.8,74,43191,$0.13M,"On Christmas Eve, three homeless people living on the streets of Tokyo discover a newborn baby among the trash and set out to find its parents."
920,Sanjuro,1962,96 ,"Action, Drama, Thriller",8.0,0,39457,,"A crafty samurai helps a young man and his fellow clansmen trying to save his uncle, who has been framed and imprisoned by a corrupt superintendent."
921,Sherlock Jr.,1924,45 ,"Action, Comedy, Romance",8.2,0,52500,$0.98M,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch."
922,The Girl Who Leapt Through Time,2006,98 ,"Animation, Adventure, Comedy",7.7,66,68404,,"A high-school girl named Makoto acquires the power to travel back in time, and decides to use it for her own personal benefits. Little does she know that she is affecting the lives of others just as much as she is her own."
923,The Big Heat,1953,89 ,"Crime, Film-Noir, Thriller",7.9,0,27731,,Tough cop Dave Bannion takes on a politically powerful crime syndicate.
924,Millennium Actress,2001,87 ,"Animation, Drama, Fantasy",7.8,70,29790,$0.19M,A TV interviewer and his cameraman meet a former actress and travel through her memories and career.
925,The Rules of the Game,1939,110 ,"Comedy, Drama",7.9,99,30174,,"A bourgeois life in France at the onset of World War II, as the rich and their poor servants meet up at a French chateau."
926,A Wednesday,2008,104 ,"Action, Crime, Drama",8.1,0,80236,,A retiring police officer reminisces about the most astounding day of his career. About a case that was never filed but continues to haunt him in his memories - the case of a man and a Wednesday.
927,Hiroshima Mon Amour,1959,90 ,"Drama, Romance",7.9,0,34006,$0.09M,A French actress filming an anti-war film in Hiroshima has an affair with a married Japanese architect as they share their differing perspectives on war.
